age,education_num,is_male,hours_per_week,is_us_native,had_capital_loss_or_gain,high_income,test,sex,education_simp,workclass_simp,maritalstat_simp,occupation,race,salary
37,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
69,9,1,33,1,0,0,0,Male,hs_grad,self_emp,married,Sales,White,<50K
33,10,1,30,1,0,0,0,Male,,unknown,separated,unknown,Amer_Indian_Eskimo,<50K
37,10,1,50,0,0,1,0,Male,,private,married,Sales,White,>50K
36,10,1,40,1,1,0,0,Male,,private,single,Adm_clerical,White,<50K
47,9,1,45,1,0,1,0,Male,hs_grad,self_emp,married,Transport_moving,White,>50K
63,6,1,40,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
21,10,1,65,1,0,0,0,Male,,private,single,Adm_clerical,White,<50K
17,9,1,35,0,0,0,0,Male,hs_grad,private,single,Other_service,White,<50K
56,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Craft_repair,White,<50K
90,12,1,20,0,0,0,0,Male,assoc,government,married,Adm_clerical,Asian_Pac_Islander,<50K
27,10,0,38,1,0,0,0,Female,,private,separated,Adm_clerical,White,<50K
38,9,0,20,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
33,12,1,50,1,0,0,0,Male,assoc,private,married,Prof_specialty,White,<50K
26,9,0,40,1,0,0,0,Female,hs_grad,private,single,Exec_managerial,White,<50K
20,10,0,35,1,0,0,0,Female,,private,single,Other_service,White,<50K
42,7,1,40,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
55,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Exec_managerial,White,<50K
32,10,0,40,1,0,0,0,Female,,government,married,Prof_specialty,Black,<50K
66,13,1,40,1,1,1,0,Male,bachelors,private,married,Sales,White,>50K
66,16,0,40,1,1,0,0,Female,doctorate,government,separated,Prof_specialty,White,<50K
49,10,0,40,1,0,0,0,Female,,private,separated,Other_service,White,<50K
34,9,1,45,1,0,0,0,Male,hs_grad,private,separated,Protective_serv,Black,<50K
38,13,1,50,1,0,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
40,9,1,40,1,0,0,0,Male,hs_grad,self_emp,married,Exec_managerial,White,<50K
22,12,1,20,1,0,0,0,Male,assoc,government,single,Other_service,White,<50K
46,9,1,40,1,0,0,0,Male,hs_grad,self_emp,married,Transport_moving,White,<50K
29,9,1,50,1,0,0,0,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
19,8,1,20,1,0,0,0,Male,not_highschool,private,single,Handlers_cleaners,Amer_Indian_Eskimo,<50K
71,9,0,40,1,0,0,0,Female,hs_grad,unknown,separated,unknown,White,<50K
37,13,0,35,1,1,0,0,Female,bachelors,government,separated,Prof_specialty,White,<50K
52,14,1,32,1,0,1,0,Male,masters,government,single,Prof_specialty,White,>50K
27,14,0,46,1,0,0,0,Female,masters,private,single,Adm_clerical,White,<50K
52,9,0,40,1,0,0,0,Female,hs_grad,private,married,Transport_moving,White,<50K
31,9,1,40,1,1,0,0,Male,hs_grad,private,single,Craft_repair,White,<50K
37,10,1,50,1,0,1,0,Male,,self_emp,married,Craft_repair,White,>50K
28,9,1,40,1,0,0,0,Male,hs_grad,private,single,Handlers_cleaners,White,<50K
25,4,1,40,0,0,0,0,Male,,private,married,Craft_repair,White,<50K
31,10,1,50,1,0,0,0,Male,,private,married,Adm_clerical,White,<50K
29,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
45,9,0,35,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
69,4,1,20,1,0,0,0,Male,,private,married,Other_service,White,<50K
50,7,1,40,1,0,0,0,Male,not_highschool,private,married,Machine_op_inspct,Black,<50K
54,16,1,46,0,0,1,0,Male,doctorate,government,married,Prof_specialty,White,>50K
17,5,0,20,1,0,0,0,Female,,private,single,Other_service,White,<50K
34,9,1,35,0,1,1,0,Male,hs_grad,private,single,Tech_support,Asian_Pac_Islander,>50K
32,9,0,5,0,0,0,0,Female,hs_grad,self_emp,married,Other_service,White,<50K
23,10,1,40,1,0,0,0,Male,,private,single,Machine_op_inspct,White,<50K
66,13,1,45,1,0,1,0,Male,bachelors,private,married,Prof_specialty,White,>50K
61,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
55,10,0,40,1,0,0,0,Female,,private,separated,Machine_op_inspct,White,<50K
24,9,1,40,1,0,0,0,Male,hs_grad,private,single,Handlers_cleaners,White,<50K
30,9,1,30,1,1,0,0,Male,hs_grad,private,separated,Sales,White,<50K
49,11,1,45,1,0,1,0,Male,assoc,private,separated,Exec_managerial,White,>50K
21,10,0,3,1,0,0,0,Female,,unknown,single,unknown,White,<50K
56,9,1,50,1,0,1,0,Male,hs_grad,self_emp,married,Sales,White,>50K
25,9,1,40,1,0,0,0,Male,hs_grad,private,married,Sales,White,<50K
49,13,1,40,1,0,0,0,Male,bachelors,private,separated,Protective_serv,White,<50K
58,13,1,40,1,0,1,0,Male,bachelors,private,married,Tech_support,White,>50K
40,13,1,40,0,0,0,0,Male,bachelors,government,single,Adm_clerical,White,<50K
62,14,0,45,1,0,0,0,Female,masters,private,separated,Prof_specialty,White,<50K
54,13,1,25,1,0,1,0,Male,bachelors,private,married,Tech_support,White,>50K
34,11,0,40,1,0,0,0,Female,assoc,self_emp,single,Other_service,White,<50K
18,6,1,30,1,0,0,0,Male,not_highschool,private,single,Craft_repair,White,<50K
28,7,0,40,1,0,0,0,Female,not_highschool,unknown,single,unknown,Black,<50K
32,9,1,40,0,0,0,0,Male,hs_grad,private,married,Sales,Asian_Pac_Islander,<50K
22,13,0,35,1,0,0,0,Female,bachelors,government,single,Prof_specialty,White,<50K
34,13,1,48,1,0,0,0,Male,bachelors,government,single,Prof_specialty,White,<50K
53,13,1,30,1,0,1,0,Male,bachelors,unknown,married,unknown,White,>50K
47,9,1,40,0,0,0,0,Male,hs_grad,private,married,Other_service,White,<50K
19,10,0,40,1,0,0,0,Female,,private,single,Sales,White,<50K
41,10,1,55,1,1,1,0,Male,,self_emp,married,Exec_managerial,White,>50K
46,10,0,40,1,1,0,0,Female,,private,married,Other_service,White,<50K
56,4,1,20,0,0,0,0,Male,,self_emp,separated,Sales,White,<50K
42,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Machine_op_inspct,Black,<50K
25,13,0,35,1,1,0,0,Female,bachelors,private,single,Prof_specialty,White,<50K
42,9,1,50,1,0,0,0,Male,hs_grad,private,married,Adm_clerical,White,<50K
43,13,0,40,1,1,1,0,Female,bachelors,private,separated,Prof_specialty,White,>50K
17,7,0,12,1,1,0,0,Female,not_highschool,private,single,Sales,White,<50K
57,4,1,40,1,0,1,0,Male,,self_emp,married,Craft_repair,White,>50K
40,14,1,50,1,0,1,0,Male,masters,private,married,Exec_managerial,White,>50K
62,9,0,40,0,0,0,0,Female,hs_grad,government,separated,Other_service,White,<50K
20,10,1,16,1,0,0,0,Male,,private,single,Adm_clerical,White,<50K
47,10,1,50,1,0,0,0,Male,,private,married,Transport_moving,White,<50K
40,10,1,40,1,0,0,0,Male,,private,married,Exec_managerial,White,<50K
44,9,0,40,0,0,1,0,Female,hs_grad,private,married,Exec_managerial,Asian_Pac_Islander,>50K
48,13,1,55,1,0,0,0,Male,bachelors,private,married,Craft_repair,White,<50K
39,11,1,60,1,0,1,0,Male,assoc,self_emp,married,Farming_fishing,White,>50K
46,10,1,40,1,0,1,0,Male,,government,married,Craft_repair,Black,>50K
72,15,1,50,1,1,1,0,Male,prof_school,self_emp,married,Prof_specialty,White,>50K
53,9,1,30,1,0,0,0,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
47,10,1,40,1,0,1,0,Male,,government,married,Handlers_cleaners,White,>50K
40,9,1,45,0,0,0,0,Male,hs_grad,self_emp,separated,Craft_repair,White,<50K
34,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Transport_moving,Asian_Pac_Islander,<50K
41,9,1,40,1,0,0,0,Male,hs_grad,private,single,Adm_clerical,White,<50K
41,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
20,10,1,35,1,0,0,0,Male,,private,single,Handlers_cleaners,White,<50K
42,2,1,60,0,0,0,0,Male,not_highschool,self_emp,married,Sales,White,<50K
54,13,1,50,1,0,0,0,Male,bachelors,government,single,Prof_specialty,White,<50K
39,13,0,40,1,0,0,0,Female,bachelors,self_emp,married,Prof_specialty,White,<50K
37,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Machine_op_inspct,White,<50K
59,16,1,40,1,0,0,0,Male,doctorate,private,married,Sales,White,<50K
69,3,1,40,1,1,0,0,Male,not_highschool,private,married,Adm_clerical,White,<50K
24,13,0,35,1,0,0,0,Female,bachelors,private,single,Prof_specialty,Black,<50K
36,11,1,40,1,1,1,0,Male,assoc,private,married,Machine_op_inspct,White,>50K
21,10,1,30,1,0,0,0,Male,,unknown,single,unknown,White,<50K
68,9,1,32,1,0,0,0,Male,hs_grad,unknown,separated,unknown,White,<50K
20,10,1,40,1,0,0,0,Male,,private,separated,Craft_repair,White,<50K
26,11,0,35,1,0,0,0,Female,assoc,self_emp,single,Other_service,White,<50K
48,8,0,50,1,0,0,0,Female,not_highschool,private,separated,Handlers_cleaners,White,<50K
39,15,1,50,1,1,1,0,Male,prof_school,self_emp,married,Prof_specialty,White,>50K
21,12,0,18,1,0,0,0,Female,assoc,private,single,Other_service,White,<50K
22,9,0,42,0,0,0,0,Female,hs_grad,private,single,Exec_managerial,White,<50K
34,11,0,40,1,0,0,0,Female,assoc,private,separated,Prof_specialty,White,<50K
33,10,1,45,1,0,1,0,Male,,private,married,Exec_managerial,White,>50K
46,5,1,40,0,0,0,0,Male,,private,married,Machine_op_inspct,White,<50K
47,7,1,40,1,1,1,0,Male,not_highschool,private,married,Craft_repair,White,>50K
65,13,1,40,1,0,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
23,9,1,40,1,0,0,0,Male,hs_grad,private,married,Handlers_cleaners,White,<50K
28,10,0,30,1,0,0,0,Female,,private,single,Other_service,White,<50K
34,9,1,60,1,0,1,0,Male,hs_grad,self_emp,separated,Exec_managerial,White,>50K
20,10,1,40,1,0,0,0,Male,,private,single,Other_service,White,<50K
28,7,1,40,1,0,0,0,Male,not_highschool,private,single,Adm_clerical,White,<50K
52,13,1,60,1,0,0,0,Male,bachelors,self_emp,married,Exec_managerial,White,<50K
40,14,0,38,0,0,1,0,Female,masters,government,married,Prof_specialty,Asian_Pac_Islander,>50K
22,13,0,7,1,0,0,0,Female,bachelors,private,single,Exec_managerial,White,<50K
29,9,1,45,1,0,0,0,Male,hs_grad,self_emp,married,Exec_managerial,White,<50K
31,4,1,60,1,0,0,0,Male,,self_emp,married,Prof_specialty,White,<50K
42,14,1,40,1,1,1,0,Male,masters,government,married,Prof_specialty,White,>50K
38,9,0,40,1,0,0,0,Female,hs_grad,private,single,Craft_repair,Black,<50K
22,7,1,70,1,0,1,0,Male,not_highschool,private,married,Machine_op_inspct,White,>50K
21,10,1,40,1,0,0,0,Male,,unknown,single,unknown,White,<50K
43,5,1,40,0,0,0,0,Male,,private,married,Exec_managerial,White,<50K
43,13,1,50,1,0,1,0,Male,bachelors,self_emp,married,Exec_managerial,White,>50K
33,10,1,50,1,0,0,0,Male,,private,married,Exec_managerial,White,<50K
17,6,1,35,1,0,0,0,Male,not_highschool,self_emp,single,Other_service,Black,<50K
54,15,1,50,1,1,1,0,Male,prof_school,self_emp,married,Prof_specialty,White,>50K
45,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
55,6,1,45,1,0,0,0,Male,not_highschool,government,married,Craft_repair,White,<50K
51,9,1,35,1,0,1,0,Male,hs_grad,self_emp,married,Transport_moving,White,>50K
65,6,1,40,1,0,0,0,Male,not_highschool,government,separated,Craft_repair,White,<50K
21,13,0,45,1,0,0,0,Female,bachelors,private,single,Prof_specialty,Asian_Pac_Islander,<50K
40,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Other_service,Black,<50K
58,10,0,37,1,0,0,0,Female,,private,single,Adm_clerical,Black,<50K
53,9,0,58,1,0,0,0,Female,hs_grad,government,separated,Exec_managerial,White,<50K
39,14,1,50,1,1,1,0,Male,masters,private,married,Prof_specialty,White,>50K
56,9,1,40,1,0,0,0,Male,hs_grad,government,married,Other_service,White,<50K
37,10,1,50,1,0,0,0,Male,,private,married,Adm_clerical,White,<50K
44,13,1,40,1,0,0,0,Male,bachelors,private,married,Craft_repair,White,<50K
49,5,1,38,1,0,0,0,Male,,private,separated,Handlers_cleaners,White,<50K
36,10,1,50,1,0,1,0,Male,,private,married,Machine_op_inspct,Asian_Pac_Islander,>50K
59,13,1,60,1,0,0,0,Male,bachelors,self_emp,married,Craft_repair,White,<50K
33,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
36,15,1,50,1,1,1,0,Male,prof_school,private,single,Exec_managerial,White,>50K
26,10,0,25,1,0,0,0,Female,,private,married,Exec_managerial,White,<50K
22,6,0,25,1,1,0,0,Female,not_highschool,private,single,Sales,White,<50K
25,14,1,40,1,0,0,0,Male,masters,private,single,Adm_clerical,White,<50K
28,10,0,15,1,0,0,0,Female,,private,married,Adm_clerical,White,<50K
41,12,0,38,1,0,0,0,Female,assoc,private,separated,Adm_clerical,White,<50K
45,11,1,70,1,0,0,0,Male,assoc,private,married,Farming_fishing,White,<50K
43,9,1,40,1,0,0,0,Male,hs_grad,private,married,Handlers_cleaners,White,<50K
30,5,1,40,1,0,0,0,Male,,private,single,Handlers_cleaners,Black,<50K
33,9,1,50,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
34,10,1,40,1,0,0,0,Male,,private,married,Adm_clerical,White,<50K
21,11,1,30,1,0,0,0,Male,assoc,private,single,Other_service,White,<50K
31,13,1,45,1,1,1,0,Male,bachelors,private,married,Sales,White,>50K
48,3,1,40,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
22,10,0,20,1,0,0,0,Female,,private,single,Adm_clerical,White,<50K
47,10,0,60,1,0,0,0,Female,,private,separated,Sales,White,<50K
27,13,0,40,0,0,0,0,Female,bachelors,private,single,Tech_support,Asian_Pac_Islander,<50K
18,7,1,25,1,0,0,0,Male,not_highschool,private,single,Handlers_cleaners,White,<50K
43,14,1,40,1,0,1,0,Male,masters,private,married,Prof_specialty,White,>50K
36,10,0,20,1,0,0,0,Female,,private,separated,Sales,White,<50K
37,9,1,40,1,0,0,0,Male,hs_grad,government,separated,Craft_repair,White,<50K
24,11,1,20,1,0,0,0,Male,assoc,private,single,Craft_repair,White,<50K
24,9,1,40,1,0,0,0,Male,hs_grad,private,single,Transport_moving,White,<50K
38,13,1,70,1,1,0,0,Male,bachelors,private,married,Other_service,White,<50K
48,13,1,40,1,0,1,0,Male,bachelors,private,married,Exec_managerial,Black,>50K
75,2,0,16,1,0,0,0,Female,not_highschool,private,married,Other_service,Black,<50K
43,13,1,70,1,0,1,0,Male,bachelors,self_emp,separated,Prof_specialty,White,>50K
64,13,0,50,1,0,0,0,Female,bachelors,private,separated,Exec_managerial,White,<50K
67,16,1,5,1,1,1,0,Male,doctorate,unknown,married,unknown,White,>50K
36,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Sales,White,<50K
53,10,1,40,1,0,0,0,Male,,private,married,Tech_support,White,<50K
22,10,1,20,1,0,0,0,Male,,private,single,Prof_specialty,Black,<50K
73,9,0,36,1,0,0,0,Female,hs_grad,self_emp,single,Other_service,White,<50K
46,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
45,9,1,40,1,1,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
43,9,1,40,1,0,1,0,Male,hs_grad,private,married,Craft_repair,White,>50K
20,9,1,20,1,0,0,0,Male,hs_grad,private,single,Adm_clerical,Black,<50K
43,10,1,40,1,0,0,0,Male,,government,separated,Handlers_cleaners,Asian_Pac_Islander,<50K
21,8,1,48,0,0,0,0,Male,not_highschool,private,single,Adm_clerical,Black,<50K
40,9,0,25,1,0,0,0,Female,hs_grad,private,separated,Sales,Black,<50K
36,13,1,40,1,0,1,0,Male,bachelors,private,married,Prof_specialty,White,>50K
64,13,1,45,1,0,0,0,Male,bachelors,self_emp,separated,Sales,White,<50K
19,10,0,40,1,0,0,0,Female,,unknown,single,unknown,White,<50K
46,10,1,38,1,1,1,0,Male,,private,married,Prof_specialty,White,>50K
46,14,0,65,1,0,1,0,Female,masters,government,separated,Exec_managerial,White,>50K
41,13,0,70,1,0,0,0,Female,bachelors,government,single,Prof_specialty,White,<50K
29,10,0,8,1,0,0,0,Female,,unknown,separated,unknown,White,<50K
28,10,0,40,1,0,0,0,Female,,private,single,Adm_clerical,White,<50K
23,10,1,45,1,0,0,0,Male,,private,married,Sales,White,<50K
30,13,0,60,1,0,1,0,Female,bachelors,government,single,Protective_serv,White,>50K
44,13,0,40,0,0,0,0,Female,bachelors,private,married,Adm_clerical,White,<50K
27,9,1,45,1,0,1,0,Male,hs_grad,private,married,Transport_moving,White,>50K
25,9,0,34,1,0,0,0,Female,hs_grad,private,single,Other_service,White,<50K
29,6,1,40,1,0,0,0,Male,not_highschool,private,married,Craft_repair,White,<50K
54,9,1,40,0,0,1,0,Male,hs_grad,private,married,Machine_op_inspct,White,>50K
27,13,1,65,1,0,0,0,Male,bachelors,private,single,Farming_fishing,White,<50K
34,9,1,35,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
38,10,1,50,1,0,0,0,Male,,private,married,Sales,White,<50K
24,9,0,40,1,0,0,0,Female,hs_grad,unknown,single,unknown,Amer_Indian_Eskimo,<50K
56,14,0,40,1,0,1,0,Female,masters,private,married,Prof_specialty,White,>50K
35,9,1,62,1,0,0,0,Male,hs_grad,self_emp,married,Sales,White,<50K
23,11,0,30,1,0,0,0,Female,assoc,unknown,single,unknown,Amer_Indian_Eskimo,<50K
23,10,1,40,1,0,0,0,Male,,private,single,Craft_repair,White,<50K
19,10,0,20,1,0,0,0,Female,,private,single,Sales,Black,<50K
42,15,1,35,1,1,1,0,Male,prof_school,private,married,Prof_specialty,White,>50K
46,13,1,45,1,1,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
48,9,0,84,0,0,0,0,Female,hs_grad,self_emp,separated,Sales,Asian_Pac_Islander,<50K
27,9,1,40,0,0,0,0,Male,hs_grad,private,single,Sales,White,<50K
22,12,1,15,1,0,0,0,Male,assoc,unknown,single,unknown,White,<50K
49,10,1,70,1,0,1,0,Male,,self_emp,married,Sales,White,>50K
23,10,1,20,1,0,0,0,Male,,private,single,Other_service,White,<50K
24,9,1,40,1,0,0,0,Male,hs_grad,private,single,Other_service,White,<50K
34,9,1,40,0,0,0,0,Male,hs_grad,private,single,Machine_op_inspct,Asian_Pac_Islander,<50K
25,9,1,40,1,0,0,0,Male,hs_grad,government,single,Transport_moving,White,<50K
33,10,1,50,1,0,0,0,Male,,self_emp,married,Craft_repair,White,<50K
22,12,0,27,1,0,0,0,Female,assoc,private,single,Adm_clerical,White,<50K
54,9,0,30,1,0,0,0,Female,hs_grad,government,single,Adm_clerical,White,<50K
39,14,0,40,1,0,0,0,Female,masters,self_emp,single,Prof_specialty,White,<50K
25,13,0,40,1,0,0,0,Female,bachelors,private,single,Prof_specialty,White,<50K
75,9,1,26,1,0,0,0,Male,hs_grad,self_emp,married,Adm_clerical,White,<50K
28,9,1,30,1,0,0,0,Male,hs_grad,self_emp,single,Machine_op_inspct,Black,<50K
50,13,0,50,1,0,0,0,Female,bachelors,private,separated,Sales,White,<50K
62,13,1,55,1,0,1,0,Male,bachelors,self_emp,married,Craft_repair,White,>50K
40,9,1,40,1,0,0,0,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
58,13,0,37,1,0,0,0,Female,bachelors,government,single,Prof_specialty,White,<50K
24,12,0,40,1,0,0,0,Female,assoc,government,married,Exec_managerial,White,<50K
21,9,0,30,1,0,0,0,Female,hs_grad,private,single,Other_service,White,<50K
40,13,1,50,1,1,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
45,11,1,42,1,1,1,0,Male,assoc,private,married,Prof_specialty,White,>50K
48,9,1,60,1,0,0,0,Male,hs_grad,private,married,Exec_managerial,White,<50K
34,9,1,70,1,0,0,0,Male,hs_grad,private,single,Transport_moving,White,<50K
23,9,0,40,0,0,0,0,Female,hs_grad,private,single,Priv_house_serv,Other,<50K
43,14,0,50,1,1,1,0,Female,masters,government,single,Exec_managerial,White,>50K
42,10,1,40,1,0,0,0,Male,,government,single,Craft_repair,White,<50K
39,13,1,50,0,1,1,0,Male,bachelors,self_emp,married,Prof_specialty,White,>50K
52,9,1,60,1,0,0,0,Male,hs_grad,self_emp,married,Farming_fishing,White,<50K
21,10,0,35,1,0,0,0,Female,,unknown,single,unknown,White,<50K
56,13,0,60,1,0,0,0,Female,bachelors,self_emp,single,Exec_managerial,White,<50K
48,9,0,40,1,0,1,0,Female,hs_grad,government,married,Adm_clerical,White,>50K
37,9,0,70,0,0,1,0,Female,hs_grad,self_emp,separated,Exec_managerial,Asian_Pac_Islander,>50K
25,9,1,35,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
40,13,1,40,1,0,1,0,Male,bachelors,private,married,Handlers_cleaners,White,>50K
34,7,1,45,1,0,0,0,Male,not_highschool,private,single,Machine_op_inspct,Black,<50K
52,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Other_service,White,<50K
41,13,1,42,1,1,1,0,Male,bachelors,private,married,Tech_support,White,>50K
36,9,1,40,1,0,0,0,Male,hs_grad,government,single,Other_service,White,<50K
21,11,1,40,1,1,0,0,Male,assoc,private,single,Craft_repair,White,<50K
28,13,0,40,1,0,0,0,Female,bachelors,private,single,Prof_specialty,White,<50K
31,13,1,60,0,0,1,0,Male,bachelors,self_emp,married,Exec_managerial,White,>50K
20,10,1,9,0,0,0,0,Male,,private,single,Adm_clerical,White,<50K
68,9,1,40,0,0,1,0,Male,hs_grad,private,married,Prof_specialty,White,>50K
35,9,1,40,1,0,0,0,Male,hs_grad,private,married,Transport_moving,White,<50K
32,9,1,40,1,0,0,0,Male,hs_grad,private,single,Machine_op_inspct,Black,<50K
64,14,1,50,1,0,1,0,Male,masters,private,married,Exec_managerial,White,>50K
17,6,0,23,1,0,0,0,Female,not_highschool,private,single,Handlers_cleaners,White,<50K
25,13,1,20,1,0,0,0,Male,bachelors,private,single,Prof_specialty,White,<50K
74,9,0,25,1,0,0,0,Female,hs_grad,unknown,separated,unknown,White,<50K
31,11,1,40,0,0,0,0,Male,assoc,private,married,Machine_op_inspct,White,<50K
51,16,1,40,1,1,1,0,Male,doctorate,government,married,Exec_managerial,White,>50K
67,9,1,10,1,0,0,0,Male,hs_grad,private,married,Sales,White,<50K
42,9,1,40,1,1,0,0,Male,hs_grad,private,single,Craft_repair,White,<50K
29,9,1,40,1,0,0,0,Male,hs_grad,private,single,Other_service,White,<50K
31,9,1,40,1,0,0,0,Male,hs_grad,private,married,Machine_op_inspct,Black,<50K
21,9,1,37,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
67,6,1,16,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
41,9,1,40,1,0,1,0,Male,hs_grad,government,separated,Protective_serv,White,>50K
27,13,0,36,1,0,0,0,Female,bachelors,private,single,Tech_support,White,<50K
51,8,1,50,1,0,0,0,Male,not_highschool,private,separated,Transport_moving,White,<50K
21,7,0,40,1,0,0,0,Female,not_highschool,unknown,married,unknown,White,<50K
28,9,1,46,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
21,10,1,40,1,0,0,0,Male,,private,single,Craft_repair,White,<50K
28,11,1,40,1,0,1,0,Male,assoc,private,married,Machine_op_inspct,White,>50K
29,9,1,35,1,0,0,0,Male,hs_grad,private,married,Other_service,White,<50K
39,9,1,70,1,0,0,0,Male,hs_grad,self_emp,married,Exec_managerial,White,<50K
21,13,1,40,0,0,0,0,Male,bachelors,private,single,Adm_clerical,White,<50K
43,11,1,40,1,0,0,0,Male,assoc,private,married,Craft_repair,White,<50K
44,9,1,40,1,1,1,0,Male,hs_grad,self_emp,single,Craft_repair,White,>50K
28,7,1,50,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
31,5,1,43,1,0,1,0,Male,,private,single,Sales,White,>50K
18,9,1,30,1,0,0,0,Male,hs_grad,unknown,single,unknown,White,<50K
27,10,0,45,1,0,0,0,Female,,private,married,Adm_clerical,Amer_Indian_Eskimo,<50K
34,10,1,40,1,0,0,0,Male,,government,married,Protective_serv,White,<50K
25,9,1,40,1,0,0,0,Male,hs_grad,private,single,Tech_support,White,<50K
34,13,1,40,0,0,0,0,Male,bachelors,private,married,Tech_support,White,<50K
43,9,1,40,1,1,1,0,Male,hs_grad,government,married,Craft_repair,White,>50K
40,14,1,50,1,0,0,0,Male,masters,self_emp,married,Craft_repair,White,<50K
21,9,0,35,1,0,0,0,Female,hs_grad,private,single,Other_service,Black,<50K
25,10,0,25,1,0,0,0,Female,,private,separated,Exec_managerial,White,<50K
21,9,0,40,1,0,0,0,Female,hs_grad,private,single,Adm_clerical,White,<50K
19,10,1,30,1,0,0,0,Male,,self_emp,single,Transport_moving,White,<50K
49,12,1,40,1,0,1,0,Male,assoc,self_emp,married,Craft_repair,White,>50K
20,10,1,20,1,0,0,0,Male,,private,single,Other_service,White,<50K
36,7,1,47,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
32,10,0,40,1,0,0,0,Female,,private,separated,Exec_managerial,Black,<50K
23,10,1,32,1,0,0,0,Male,,private,single,Adm_clerical,White,<50K
21,10,1,10,1,0,0,0,Male,,private,single,Sales,White,<50K
25,13,1,40,1,0,0,0,Male,bachelors,private,single,Exec_managerial,White,<50K
26,3,1,40,0,0,0,0,Male,not_highschool,private,single,Transport_moving,White,<50K
24,13,0,40,1,0,0,0,Female,bachelors,private,single,Sales,White,<50K
22,10,0,20,1,0,0,0,Female,,private,single,Prof_specialty,White,<50K
26,9,0,40,0,0,0,0,Female,hs_grad,private,married,Other_service,White,<50K
22,5,1,40,0,0,0,0,Male,,private,single,Machine_op_inspct,White,<50K
41,13,1,40,1,0,1,0,Male,bachelors,government,married,Protective_serv,White,>50K
18,9,0,40,1,0,0,0,Female,hs_grad,private,married,Adm_clerical,White,<50K
24,13,1,40,1,0,0,0,Male,bachelors,private,single,Sales,White,<50K
38,9,1,48,1,1,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
36,13,0,17,1,0,0,0,Female,bachelors,private,single,Adm_clerical,White,<50K
45,14,0,55,1,0,0,0,Female,masters,government,separated,Prof_specialty,White,<50K
38,10,1,40,1,0,1,0,Male,,government,married,Tech_support,White,>50K
38,9,1,50,1,0,1,0,Male,hs_grad,private,married,Craft_repair,White,>50K
34,9,1,40,1,0,0,0,Male,hs_grad,self_emp,single,Farming_fishing,White,<50K
53,12,1,40,1,0,0,0,Male,assoc,government,single,Adm_clerical,Black,<50K
32,11,0,40,1,0,1,0,Female,assoc,private,married,Prof_specialty,White,>50K
17,7,0,30,1,0,0,0,Female,not_highschool,private,single,Sales,Black,<50K
45,13,1,40,1,1,1,0,Male,bachelors,government,married,Exec_managerial,White,>50K
31,9,1,48,1,0,0,0,Male,hs_grad,government,married,Protective_serv,White,<50K
47,16,1,45,1,0,0,0,Male,doctorate,government,married,Prof_specialty,White,<50K
27,9,1,50,1,0,0,0,Male,hs_grad,private,single,Sales,White,<50K
61,10,0,30,1,0,0,0,Female,,government,married,Adm_clerical,White,<50K
33,9,1,40,1,0,0,0,Male,hs_grad,private,married,Transport_moving,White,<50K
